,height,weight,age,gender,fitness_goal,activity,cooking_skill,nationality,user
4636,157,110,39,Male,Build Muscle,HighActive,intermediate,German,4636
4637,139,60,55,Female,Keep Fit,HighActive,advanced,Chinese,4637
4638,163,95,56,Female,Build Muscle,LowActive,basic,Mexican,4638
4639,139,55,27,Female,Keep Fit,LowActive,basic,Moroccan,4639
4640,175,65,34,Male,Lose Weight,Sedentary,advanced,Chinese,4640
4641,124,50,29,Female,Build Muscle,Active,intermediate,Greek,4641
4642,121,85,58,Female,Lose Weight,Sedentary,advanced,German,4642
4643,151,45,27,Male,Lose Weight,Active,intermediate,Southwestern,4643
4644,136,80,31,Male,Keep Fit,LowActive,intermediate,Greek,4644
4645,184,45,59,Female,Keep Fit,HighActive,basic,Italian,4645
4646,121,70,47,Female,Build Muscle,Sedentary,intermediate,Asian,4646
4647,184,75,42,Female,Build Muscle,HighActive,basic,German,4647
4648,130,95,53,Female,Build Muscle,LowActive,advanced,Swedish,4648
4649,139,105,47,Male,Lose Weight,Active,intermediate,Southwestern,4649
4650,124,55,29,Female,Build Muscle,Sedentary,intermediate,Southern & Soul Food,4650
4651,145,110,25,Female,Keep Fit,Active,basic,Mediterranean,4651
4652,163,110,52,Female,Lose Weight,Active,intermediate,Southern & Soul Food,4652
4653,124,110,32,Female,Build Muscle,HighActive,intermediate,Moroccan,4653
4654,190,55,34,Male,Keep Fit,Active,intermediate,Japanese,4654
4655,121,50,31,Female,Keep Fit,HighActive,intermediate,Hungarian,4655
4656,166,95,52,Female,Lose Weight,Sedentary,intermediate,English,4656
4657,169,50,47,Male,Lose Weight,HighActive,advanced,French,4657
4658,181,45,47,Female,Build Muscle,LowActive,basic,Cajun & Creole,4658
4659,139,60,41,Male,Lose Weight,Active,advanced,English,4659
4660,148,85,49,Male,Keep Fit,Active,advanced,Southwestern,4660
4661,142,55,25,Male,Build Muscle,Sedentary,intermediate,Italian,4661
4662,139,110,45,Male,Keep Fit,Active,advanced,Irish,4662
4663,190,65,58,Male,Lose Weight,Sedentary,advanced,Mexican,4663
4664,172,40,57,Male,Keep Fit,Active,intermediate,American,4664
4665,187,55,41,Female,Build Muscle,Active,basic,Italian,4665
4666,157,110,29,Female,Lose Weight,Active,advanced,Hungarian,4666
4667,184,80,57,Female,Build Muscle,HighActive,basic,Southwestern,4667
4668,154,95,21,Male,Build Muscle,LowActive,intermediate,Italian,4668
4669,181,70,44,Female,Build Muscle,Sedentary,intermediate,Swedish,4669
4670,124,70,25,Female,Keep Fit,Active,basic,Southern & Soul Food,4670
4671,157,75,47,Female,Keep Fit,LowActive,intermediate,Spanish,4671
4672,184,110,30,Male,Keep Fit,LowActive,advanced,French,4672
4673,139,75,30,Female,Build Muscle,Sedentary,intermediate,Japanese,4673
4674,166,110,37,Male,Lose Weight,Sedentary,intermediate,Moroccan,4674
4675,148,55,32,Female,Build Muscle,Active,advanced,Chinese,4675
4676,160,60,49,Male,Keep Fit,HighActive,intermediate,Mexican,4676
4677,121,75,54,Female,Keep Fit,HighActive,intermediate,Moroccan,4677
4678,169,105,21,Male,Build Muscle,HighActive,advanced,Mexican,4678
4679,166,95,43,Female,Keep Fit,Active,basic,Hungarian,4679
4680,148,110,44,Male,Build Muscle,LowActive,intermediate,Swedish,4680
4681,124,90,58,Male,Keep Fit,Active,basic,Irish,4681
4682,187,50,45,Female,Build Muscle,Sedentary,intermediate,American,4682
4683,139,65,46,Female,Keep Fit,Active,basic,Swedish,4683
4684,142,110,39,Male,Keep Fit,HighActive,advanced,Cajun & Creole,4684
4685,172,60,29,Male,Keep Fit,LowActive,advanced,Japanese,4685
4686,133,75,37,Male,Keep Fit,Sedentary,intermediate,Thai,4686
4687,151,80,47,Male,Keep Fit,Sedentary,advanced,Spanish,4687
4688,142,50,31,Female,Lose Weight,Active,basic,Swedish,4688
4689,172,40,60,Male,Keep Fit,HighActive,intermediate,Southern & Soul Food,4689
4690,184,80,33,Male,Build Muscle,HighActive,intermediate,Mediterranean,4690
4691,190,65,33,Female,Keep Fit,Active,basic,Japanese,4691
4692,151,75,29,Male,Build Muscle,Active,advanced,Italian,4692
4693,133,75,28,Male,Build Muscle,LowActive,advanced,Hungarian,4693
4694,163,75,54,Male,Lose Weight,Sedentary,basic,Asian,4694
4695,166,55,44,Female,Keep Fit,Sedentary,intermediate,Mexican,4695
4696,148,50,35,Male,Lose Weight,Active,basic,Southwestern,4696
4697,172,45,47,Male,Lose Weight,LowActive,advanced,Japanese,4697
4698,151,95,60,Female,Lose Weight,Active,intermediate,Southern & Soul Food,4698
4699,169,70,45,Male,Keep Fit,Active,intermediate,Mexican,4699
4700,160,60,37,Female,Lose Weight,Active,basic,Indian,4700
4701,133,90,58,Female,Build Muscle,Sedentary,intermediate,Asian,4701
4702,139,60,60,Female,Lose Weight,HighActive,advanced,Hungarian,4702
4703,121,95,55,Female,Keep Fit,LowActive,basic,Cajun & Creole,4703
4704,184,50,49,Female,Keep Fit,Active,advanced,Japanese,4704
4705,148,80,36,Female,Lose Weight,Active,basic,Chinese,4705
4706,175,90,60,Male,Keep Fit,Sedentary,intermediate,French,4706
4707,190,90,43,Female,Lose Weight,Sedentary,advanced,Moroccan,4707
4708,157,60,27,Male,Build Muscle,LowActive,basic,Asian,4708
4709,190,75,23,Male,Lose Weight,Active,basic,French,4709
4710,163,50,39,Female,Lose Weight,LowActive,advanced,Asian,4710
4711,154,90,26,Female,Keep Fit,LowActive,basic,Indian,4711
4712,130,85,36,Female,Build Muscle,Sedentary,basic,Cuban,4712
4713,178,80,25,Male,Build Muscle,LowActive,advanced,Asian,4713
4714,178,75,53,Male,Build Muscle,HighActive,basic,Spanish,4714
4715,184,70,24,Female,Lose Weight,LowActive,intermediate,Irish,4715
4716,187,110,37,Female,Keep Fit,Sedentary,basic,Spanish,4716
4717,160,105,22,Female,Lose Weight,Active,advanced,Greek,4717
4718,151,110,51,Female,Build Muscle,Sedentary,advanced,Japanese,4718
4719,151,85,45,Female,Lose Weight,HighActive,intermediate,Japanese,4719
4720,178,50,27,Female,Keep Fit,LowActive,advanced,Hungarian,4720
4721,151,85,51,Male,Lose Weight,HighActive,basic,Moroccan,4721
4722,163,95,59,Male,Keep Fit,HighActive,basic,French,4722
4723,187,40,35,Female,Keep Fit,Sedentary,advanced,Irish,4723
4724,172,75,50,Male,Keep Fit,LowActive,intermediate,Mediterranean,4724
4725,133,110,60,Male,Keep Fit,LowActive,advanced,American,4725
4726,133,85,41,Female,Lose Weight,LowActive,basic,Moroccan,4726
4727,181,105,51,Male,Build Muscle,HighActive,advanced,Japanese,4727
4728,160,110,49,Female,Lose Weight,Active,advanced,Swedish,4728
4729,121,75,24,Male,Keep Fit,Active,advanced,French,4729
4730,121,95,52,Male,Keep Fit,Sedentary,basic,Southwestern,4730
4731,136,75,59,Male,Build Muscle,Sedentary,intermediate,Cajun & Creole,4731
4732,151,95,40,Male,Lose Weight,HighActive,intermediate,Moroccan,4732
4733,124,70,32,Male,Lose Weight,Sedentary,intermediate,Japanese,4733
4734,142,105,30,Female,Lose Weight,Sedentary,intermediate,French,4734
4735,127,90,25,Female,Lose Weight,LowActive,advanced,Asian,4735
4736,190,40,28,Male,Lose Weight,LowActive,basic,Swedish,4736
4737,172,45,55,Male,Lose Weight,Active,basic,Chinese,4737
4738,181,45,52,Female,Build Muscle,Active,basic,Southern & Soul Food,4738
4739,136,75,43,Female,Lose Weight,Active,advanced,Southwestern,4739
4740,148,80,57,Male,Lose Weight,Sedentary,basic,Cuban,4740
4741,157,90,44,Female,Keep Fit,Sedentary,advanced,Cuban,4741
4742,121,75,38,Male,Keep Fit,Active,advanced,Mexican,4742
4743,154,105,28,Male,Keep Fit,Active,basic,Moroccan,4743
4744,190,60,54,Female,Build Muscle,Active,basic,French,4744
4745,142,80,38,Male,Keep Fit,Sedentary,advanced,Southwestern,4745
4746,121,85,24,Female,Keep Fit,Active,intermediate,Japanese,4746
4747,142,110,57,Female,Build Muscle,Sedentary,advanced,Hungarian,4747
4748,130,40,24,Male,Keep Fit,HighActive,advanced,Asian,4748
4749,148,100,38,Male,Build Muscle,HighActive,intermediate,Swedish,4749
4750,151,80,23,Female,Lose Weight,LowActive,intermediate,Spanish,4750
4751,190,100,47,Male,Lose Weight,Sedentary,advanced,French,4751
4752,133,70,33,Female,Lose Weight,Sedentary,basic,French,4752
4753,178,65,42,Female,Lose Weight,LowActive,basic,Asian,4753
4754,145,110,54,Female,Lose Weight,Active,intermediate,Cajun & Creole,4754
4755,148,60,27,Male,Lose Weight,LowActive,advanced,Indian,4755
4756,172,95,35,Male,Build Muscle,Sedentary,advanced,Thai,4756
4757,154,95,27,Female,Build Muscle,HighActive,basic,Mediterranean,4757
4758,178,80,36,Female,Keep Fit,Active,intermediate,Italian,4758
4759,169,85,56,Female,Keep Fit,Sedentary,advanced,Thai,4759
4760,124,95,50,Male,Keep Fit,Sedentary,advanced,Moroccan,4760
4761,172,60,31,Male,Keep Fit,Active,basic,Irish,4761
4762,124,80,31,Male,Build Muscle,HighActive,intermediate,French,4762
4763,148,90,34,Female,Build Muscle,Active,intermediate,American,4763
4764,136,40,39,Female,Build Muscle,Sedentary,basic,Asian,4764
4765,136,90,56,Female,Build Muscle,HighActive,intermediate,American,4765
4766,121,40,60,Male,Lose Weight,LowActive,advanced,Irish,4766
4767,169,40,51,Female,Build Muscle,Active,intermediate,Japanese,4767
4768,166,45,26,Female,Lose Weight,Sedentary,intermediate,Cuban,4768
4769,178,85,34,Male,Lose Weight,HighActive,basic,Greek,4769
4770,139,75,59,Male,Build Muscle,Sedentary,intermediate,Spanish,4770
4771,175,40,23,Female,Build Muscle,Active,intermediate,Spanish,4771
4772,124,45,33,Male,Keep Fit,Sedentary,basic,Cajun & Creole,4772
4773,145,45,48,Male,Lose Weight,Sedentary,advanced,Greek,4773
4774,121,65,23,Male,Build Muscle,HighActive,advanced,Mexican,4774
4775,142,40,30,Female,Build Muscle,HighActive,intermediate,Asian,4775
4776,187,40,45,Female,Build Muscle,HighActive,intermediate,Mexican,4776
4777,172,40,28,Male,Lose Weight,LowActive,intermediate,English,4777
4778,163,95,25,Female,Lose Weight,HighActive,intermediate,American,4778
4779,157,75,39,Female,Keep Fit,Active,intermediate,English,4779
4780,127,75,40,Male,Build Muscle,LowActive,intermediate,Mediterranean,4780
4781,184,100,43,Female,Keep Fit,LowActive,intermediate,Chinese,4781
4782,178,50,47,Male,Keep Fit,Active,intermediate,Cuban,4782
4783,181,45,29,Male,Keep Fit,Active,basic,French,4783
4784,166,45,33,Female,Build Muscle,Active,basic,Greek,4784
4785,157,65,31,Female,Keep Fit,Active,basic,English,4785
4786,172,90,53,Male,Lose Weight,Active,advanced,American,4786
4787,142,95,57,Male,Build Muscle,LowActive,intermediate,Mexican,4787
4788,175,110,44,Male,Build Muscle,Active,intermediate,German,4788
4789,148,95,22,Female,Lose Weight,LowActive,basic,Southwestern,4789
4790,175,85,47,Female,Keep Fit,Active,basic,Southern & Soul Food,4790
4791,163,70,58,Male,Lose Weight,Active,basic,Swedish,4791
4792,172,65,35,Female,Build Muscle,Sedentary,basic,Chinese,4792
4793,151,110,57,Male,Build Muscle,HighActive,intermediate,Italian,4793
4794,127,45,26,Male,Keep Fit,Sedentary,intermediate,Mediterranean,4794
4795,184,90,48,Female,Keep Fit,HighActive,intermediate,Southern & Soul Food,4795
4796,175,50,33,Male,Lose Weight,LowActive,basic,Mediterranean,4796
4797,145,100,48,Male,Lose Weight,HighActive,intermediate,Southwestern,4797
4798,127,85,26,Female,Lose Weight,Sedentary,basic,American,4798
4799,151,55,32,Male,Build Muscle,Sedentary,basic,Cuban,4799
4800,142,60,44,Female,Lose Weight,Sedentary,intermediate,Spanish,4800
4801,124,60,47,Female,Lose Weight,Sedentary,basic,Greek,4801
4802,166,40,46,Female,Keep Fit,Sedentary,advanced,Spanish,4802
4803,190,75,51,Female,Keep Fit,HighActive,basic,Irish,4803
4804,133,40,37,Female,Build Muscle,Sedentary,advanced,Mexican,4804
4805,142,110,49,Female,Lose Weight,HighActive,intermediate,Cuban,4805
4806,151,60,53,Male,Lose Weight,Sedentary,basic,Spanish,4806
4807,175,100,24,Female,Lose Weight,Sedentary,basic,Cuban,4807
4808,139,95,45,Female,Build Muscle,Sedentary,intermediate,Chinese,4808
4809,190,110,25,Female,Keep Fit,Active,advanced,Chinese,4809
4810,127,70,55,Female,Build Muscle,LowActive,advanced,Swedish,4810
4811,151,45,22,Female,Build Muscle,HighActive,intermediate,Moroccan,4811
4812,163,55,25,Male,Build Muscle,LowActive,advanced,Cajun & Creole,4812
4813,184,55,30,Male,Keep Fit,LowActive,advanced,Mediterranean,4813
4814,166,60,30,Female,Lose Weight,HighActive,advanced,Southern & Soul Food,4814
4815,151,55,49,Male,Build Muscle,HighActive,advanced,Swedish,4815
4816,130,45,29,Male,Build Muscle,Sedentary,advanced,Italian,4816
4817,178,40,29,Female,Keep Fit,Active,intermediate,Thai,4817
4818,163,100,49,Female,Build Muscle,Sedentary,intermediate,Hungarian,4818
4819,145,85,55,Female,Lose Weight,Sedentary,advanced,Hungarian,4819
4820,154,65,31,Male,Build Muscle,Sedentary,advanced,Indian,4820
4821,130,45,44,Male,Lose Weight,LowActive,advanced,French,4821
4822,145,55,22,Female,Build Muscle,Active,advanced,Thai,4822
4823,124,100,23,Female,Keep Fit,Active,advanced,Southern & Soul Food,4823
4824,121,90,23,Male,Lose Weight,LowActive,basic,Irish,4824
4825,121,55,31,Male,Build Muscle,LowActive,basic,Swedish,4825
4826,148,100,25,Male,Keep Fit,LowActive,advanced,Mexican,4826
4827,166,100,38,Male,Lose Weight,LowActive,advanced,Thai,4827
4828,184,70,23,Female,Build Muscle,LowActive,intermediate,Asian,4828
4829,163,65,52,Female,Keep Fit,LowActive,basic,Southwestern,4829
4830,187,40,29,Female,Build Muscle,Active,intermediate,Moroccan,4830
4831,133,60,39,Male,Keep Fit,HighActive,advanced,Spanish,4831
4832,175,60,60,Male,Lose Weight,LowActive,intermediate,German,4832
4833,145,70,22,Female,Build Muscle,Sedentary,advanced,Japanese,4833
4834,154,65,34,Male,Build Muscle,Sedentary,intermediate,Moroccan,4834
4835,160,90,40,Male,Lose Weight,Active,basic,Japanese,4835
4836,127,90,45,Female,Build Muscle,Sedentary,basic,English,4836
4837,154,65,58,Female,Lose Weight,LowActive,intermediate,Chinese,4837
4838,160,50,57,Female,Keep Fit,Sedentary,intermediate,Indian,4838
4839,145,80,33,Female,Build Muscle,Sedentary,basic,Chinese,4839
4840,181,70,58,Female,Lose Weight,HighActive,intermediate,Hungarian,4840
4841,133,90,58,Male,Keep Fit,HighActive,advanced,German,4841
4842,172,110,23,Male,Build Muscle,HighActive,intermediate,Cajun & Creole,4842
4843,136,90,42,Male,Lose Weight,Sedentary,intermediate,Japanese,4843
4844,187,70,49,Female,Keep Fit,HighActive,intermediate,Italian,4844
4845,160,55,46,Male,Build Muscle,HighActive,intermediate,German,4845
4846,160,55,27,Female,Keep Fit,HighActive,basic,Italian,4846
4847,178,55,23,Female,Build Muscle,LowActive,intermediate,Swedish,4847
4848,187,50,21,Male,Keep Fit,LowActive,advanced,Swedish,4848
4849,178,45,20,Male,Build Muscle,Active,intermediate,Irish,4849
4850,184,50,48,Female,Build Muscle,LowActive,basic,German,4850
4851,148,65,34,Male,Lose Weight,HighActive,intermediate,Swedish,4851
4852,172,110,36,Female,Keep Fit,Active,basic,Southwestern,4852
4853,145,50,35,Female,Keep Fit,Active,basic,Mediterranean,4853
4854,133,80,28,Male,Keep Fit,LowActive,basic,Greek,4854
4855,148,85,37,Male,Keep Fit,HighActive,basic,Southern & Soul Food,4855
4856,124,40,49,Female,Lose Weight,Sedentary,basic,German,4856
4857,127,50,40,Male,Lose Weight,Sedentary,advanced,French,4857
4858,187,60,49,Female,Lose Weight,Active,intermediate,Italian,4858
4859,136,100,20,Female,Keep Fit,Sedentary,basic,Swedish,4859
4860,184,85,27,Female,Keep Fit,LowActive,intermediate,Swedish,4860
4861,160,105,49,Male,Lose Weight,HighActive,advanced,Mexican,4861
4862,127,80,35,Female,Build Muscle,Sedentary,basic,Japanese,4862
4863,169,85,24,Male,Build Muscle,HighActive,basic,Chinese,4863
4864,184,45,42,Female,Keep Fit,Sedentary,intermediate,Mexican,4864
4865,175,45,52,Female,Lose Weight,Active,basic,Mediterranean,4865
4866,160,85,27,Female,Build Muscle,LowActive,basic,Mexican,4866
4867,148,55,57,Female,Keep Fit,LowActive,intermediate,Southern & Soul Food,4867
4868,169,95,37,Female,Keep Fit,Active,advanced,Mediterranean,4868
4869,157,40,26,Female,Keep Fit,Active,basic,Southern & Soul Food,4869
4870,154,80,37,Female,Build Muscle,LowActive,advanced,Cajun & Creole,4870
4871,127,100,41,Male,Lose Weight,Sedentary,intermediate,French,4871
4872,190,70,54,Male,Lose Weight,Sedentary,advanced,French,4872
4873,181,40,52,Male,Build Muscle,Sedentary,advanced,Asian,4873
4874,154,55,28,Female,Keep Fit,LowActive,advanced,Moroccan,4874
4875,187,95,43,Female,Keep Fit,Sedentary,advanced,Mediterranean,4875
4876,166,100,34,Female,Keep Fit,LowActive,intermediate,Moroccan,4876
4877,145,80,26,Male,Keep Fit,LowActive,advanced,Moroccan,4877
4878,142,95,29,Female,Keep Fit,Active,intermediate,Mediterranean,4878
4879,157,80,51,Male,Build Muscle,Active,advanced,Southwestern,4879
4880,124,45,59,Female,Lose Weight,HighActive,advanced,Moroccan,4880
4881,184,55,60,Male,Keep Fit,HighActive,basic,Mexican,4881
4882,178,70,24,Female,Keep Fit,Active,advanced,French,4882
4883,133,75,60,Female,Keep Fit,LowActive,advanced,Irish,4883
4884,139,105,37,Male,Lose Weight,Sedentary,advanced,French,4884
4885,124,110,44,Female,Build Muscle,Active,advanced,German,4885
4886,154,50,37,Male,Build Muscle,HighActive,intermediate,Japanese,4886
4887,148,95,37,Male,Keep Fit,Active,basic,Thai,4887
4888,133,65,49,Male,Build Muscle,LowActive,basic,Irish,4888
4889,133,45,37,Male,Keep Fit,Sedentary,advanced,Spanish,4889
4890,124,80,24,Female,Lose Weight,Sedentary,advanced,Cuban,4890
4891,187,85,58,Male,Lose Weight,Sedentary,advanced,Italian,4891
4892,169,110,42,Male,Build Muscle,HighActive,basic,Cuban,4892
4893,133,60,32,Male,Keep Fit,Sedentary,intermediate,Japanese,4893
4894,181,65,55,Female,Keep Fit,HighActive,basic,Southwestern,4894
4895,166,70,49,Female,Lose Weight,LowActive,advanced,German,4895
4896,124,105,41,Female,Build Muscle,Sedentary,basic,Greek,4896
4897,148,110,49,Male,Lose Weight,LowActive,basic,Thai,4897
4898,184,100,20,Female,Lose Weight,LowActive,intermediate,Southwestern,4898
4899,160,40,39,Female,Lose Weight,Sedentary,intermediate,English,4899
4900,181,50,50,Female,Keep Fit,HighActive,intermediate,Cajun & Creole,4900
4901,178,75,26,Male,Keep Fit,Sedentary,basic,Greek,4901
4902,136,65,44,Female,Keep Fit,LowActive,basic,Asian,4902
4903,160,90,28,Male,Keep Fit,Sedentary,advanced,Mexican,4903
4904,154,110,43,Male,Build Muscle,Sedentary,intermediate,Chinese,4904
4905,181,90,20,Male,Build Muscle,HighActive,intermediate,Italian,4905
4906,169,105,50,Female,Keep Fit,Sedentary,basic,Hungarian,4906
4907,142,65,27,Female,Keep Fit,Sedentary,basic,Southwestern,4907
4908,190,110,39,Female,Lose Weight,Sedentary,basic,Indian,4908
4909,166,95,49,Male,Build Muscle,Sedentary,advanced,Irish,4909
4910,169,105,20,Female,Build Muscle,LowActive,intermediate,Greek,4910
4911,187,75,33,Male,Build Muscle,Active,advanced,Japanese,4911
4912,136,100,21,Male,Build Muscle,Sedentary,advanced,Japanese,4912
4913,190,90,43,Female,Build Muscle,LowActive,basic,Thai,4913
4914,139,50,48,Male,Build Muscle,HighActive,basic,Mexican,4914
4915,124,105,27,Female,Keep Fit,Sedentary,basic,French,4915
4916,145,50,25,Male,Lose Weight,HighActive,advanced,Chinese,4916
4917,136,65,53,Male,Keep Fit,HighActive,advanced,Greek,4917
4918,133,105,38,Male,Keep Fit,Sedentary,basic,Mediterranean,4918
4919,127,105,46,Female,Build Muscle,LowActive,intermediate,Hungarian,4919
4920,169,90,58,Male,Build Muscle,LowActive,advanced,Asian,4920
4921,172,50,21,Female,Keep Fit,HighActive,basic,Mexican,4921
4922,124,65,24,Male,Build Muscle,Active,basic,Asian,4922
4923,136,80,48,Male,Build Muscle,Sedentary,basic,French,4923
4924,148,100,53,Male,Keep Fit,LowActive,intermediate,Mediterranean,4924
4925,169,105,37,Male,Lose Weight,LowActive,intermediate,Mediterranean,4925
4926,175,75,43,Female,Build Muscle,HighActive,advanced,French,4926
4927,145,40,57,Male,Build Muscle,Sedentary,advanced,French,4927
4928,187,65,54,Male,Lose Weight,Sedentary,basic,Chinese,4928
4929,172,50,46,Male,Build Muscle,Sedentary,basic,Spanish,4929
4930,145,105,35,Male,Keep Fit,LowActive,intermediate,Indian,4930
4931,184,70,51,Female,Keep Fit,Active,basic,French,4931
4932,181,105,55,Male,Build Muscle,Sedentary,basic,Southwestern,4932
4933,124,100,43,Male,Keep Fit,LowActive,intermediate,Southwestern,4933
4934,160,70,31,Male,Keep Fit,Active,advanced,Thai,4934
4935,166,110,33,Female,Build Muscle,HighActive,intermediate,Moroccan,4935
4936,190,100,32,Female,Keep Fit,HighActive,basic,Irish,4936
4937,127,110,33,Female,Keep Fit,Active,advanced,Cajun & Creole,4937
4938,127,100,27,Male,Build Muscle,Sedentary,advanced,Spanish,4938
4939,136,95,39,Female,Lose Weight,LowActive,intermediate,Italian,4939
4940,172,55,23,Male,Keep Fit,Active,basic,Moroccan,4940
4941,154,45,37,Male,Keep Fit,LowActive,advanced,Swedish,4941
4942,163,40,29,Male,Keep Fit,Sedentary,basic,Cajun & Creole,4942
4943,145,75,27,Female,Lose Weight,Active,basic,Indian,4943
4944,187,65,37,Male,Keep Fit,Active,basic,Hungarian,4944
4945,190,75,30,Female,Lose Weight,Sedentary,intermediate,Hungarian,4945
4946,148,50,29,Female,Keep Fit,HighActive,basic,German,4946
4947,181,45,46,Female,Keep Fit,HighActive,intermediate,German,4947
4948,169,105,39,Male,Build Muscle,Sedentary,intermediate,Mexican,4948
4949,151,105,23,Male,Lose Weight,HighActive,intermediate,Moroccan,4949
4950,124,85,50,Male,Build Muscle,HighActive,advanced,Irish,4950
4951,124,60,32,Male,Keep Fit,HighActive,basic,Irish,4951
4952,169,75,46,Female,Keep Fit,LowActive,basic,Asian,4952
4953,121,85,55,Male,Build Muscle,HighActive,advanced,Irish,4953
4954,139,95,48,Female,Keep Fit,LowActive,basic,German,4954
4955,133,110,33,Female,Lose Weight,HighActive,intermediate,German,4955
4956,142,95,55,Male,Keep Fit,LowActive,basic,Asian,4956
4957,163,75,46,Female,Lose Weight,Sedentary,advanced,Indian,4957
4958,127,70,56,Male,Keep Fit,Active,intermediate,Cuban,4958
4959,169,110,53,Male,Build Muscle,Sedentary,intermediate,Chinese,4959
4960,175,70,51,Female,Lose Weight,HighActive,advanced,American,4960
4961,121,95,51,Female,Lose Weight,HighActive,intermediate,Southwestern,4961
4962,175,110,59,Female,Keep Fit,Active,advanced,Chinese,4962
4963,151,40,33,Female,Build Muscle,HighActive,basic,Irish,4963
4964,181,100,34,Male,Lose Weight,Sedentary,intermediate,Cuban,4964
4965,175,85,60,Female,Lose Weight,Active,intermediate,German,4965
4966,166,55,43,Male,Keep Fit,LowActive,basic,Hungarian,4966
4967,121,80,43,Female,Build Muscle,HighActive,advanced,Mediterranean,4967
4968,169,110,32,Male,Lose Weight,LowActive,advanced,Hungarian,4968
4969,187,55,29,Female,Keep Fit,Active,intermediate,Southwestern,4969
4970,145,110,22,Male,Build Muscle,LowActive,basic,Chinese,4970
4971,157,40,54,Male,Build Muscle,LowActive,advanced,Spanish,4971
4972,142,55,34,Female,Lose Weight,Active,basic,Irish,4972
4973,169,65,57,Female,Lose Weight,Sedentary,advanced,Irish,4973
4974,160,85,37,Male,Keep Fit,HighActive,intermediate,Indian,4974
4975,169,110,31,Male,Lose Weight,HighActive,basic,American,4975
4976,190,60,32,Male,Keep Fit,HighActive,intermediate,Japanese,4976
4977,175,105,32,Female,Keep Fit,Sedentary,advanced,Greek,4977
4978,169,45,43,Male,Keep Fit,HighActive,advanced,Southern & Soul Food,4978
4979,169,105,56,Male,Build Muscle,HighActive,basic,Moroccan,4979
4980,181,65,57,Male,Build Muscle,Sedentary,intermediate,Cajun & Creole,4980
4981,154,55,48,Male,Lose Weight,LowActive,intermediate,Southern & Soul Food,4981
4982,169,90,46,Female,Lose Weight,Active,advanced,Mexican,4982
4983,187,80,50,Male,Lose Weight,Sedentary,basic,English,4983
4984,151,70,52,Male,Lose Weight,Sedentary,intermediate,French,4984
4985,145,55,38,Male,Lose Weight,Sedentary,basic,Moroccan,4985
4986,178,90,37,Male,Lose Weight,Active,basic,Cuban,4986
4987,169,85,36,Male,Keep Fit,LowActive,advanced,Southwestern,4987
4988,121,95,42,Male,Lose Weight,LowActive,advanced,Moroccan,4988
4989,124,50,59,Female,Lose Weight,Active,intermediate,Japanese,4989
4990,151,55,54,Male,Keep Fit,LowActive,advanced,English,4990
4991,136,105,53,Male,Build Muscle,HighActive,advanced,Southwestern,4991
4992,190,95,58,Female,Build Muscle,LowActive,advanced,Hungarian,4992
4993,124,85,58,Female,Build Muscle,Sedentary,basic,Cajun & Creole,4993
4994,172,80,25,Female,Build Muscle,LowActive,intermediate,Moroccan,4994
4995,172,50,57,Male,Build Muscle,Sedentary,advanced,Spanish,4995
4996,172,75,34,Female,Keep Fit,HighActive,basic,Spanish,4996
4997,178,70,26,Female,Keep Fit,LowActive,basic,Swedish,4997
4998,136,100,41,Male,Lose Weight,HighActive,advanced,American,4998
4999,187,55,36,Female,Build Muscle,LowActive,advanced,Hungarian,4999
5000,157,65,58,Male,Build Muscle,Sedentary,advanced,Cuban,5000
5001,166,60,26,Male,Keep Fit,LowActive,basic,Cajun & Creole,5001
5002,136,95,31,Female,Build Muscle,LowActive,advanced,Southern & Soul Food,5002
5003,151,80,51,Male,Lose Weight,Sedentary,basic,Italian,5003
5004,178,95,39,Female,Keep Fit,Sedentary,basic,Italian,5004
5005,130,75,52,Male,Build Muscle,Active,basic,Southwestern,5005
5006,127,60,37,Male,Build Muscle,Sedentary,advanced,Irish,5006
5007,187,110,36,Female,Lose Weight,LowActive,advanced,Southwestern,5007
5008,145,55,36,Male,Lose Weight,LowActive,advanced,Asian,5008
5009,175,50,34,Male,Keep Fit,HighActive,basic,Chinese,5009
5010,190,100,31,Male,Keep Fit,LowActive,advanced,Indian,5010
5011,160,95,29,Female,Keep Fit,Active,intermediate,Thai,5011
5012,142,95,23,Male,Keep Fit,Sedentary,basic,Thai,5012
5013,130,95,39,Male,Keep Fit,HighActive,basic,French,5013
5014,139,40,56,Female,Build Muscle,Active,advanced,Southwestern,5014
5015,178,60,44,Male,Keep Fit,LowActive,intermediate,Spanish,5015
5016,127,85,30,Male,Build Muscle,Active,basic,Mexican,5016
5017,121,65,22,Female,Keep Fit,Sedentary,advanced,Irish,5017
5018,181,60,52,Male,Lose Weight,Active,intermediate,Moroccan,5018
5019,148,110,46,Male,Lose Weight,HighActive,intermediate,Mexican,5019
5020,148,105,24,Male,Lose Weight,HighActive,advanced,English,5020
5021,187,90,37,Male,Keep Fit,Sedentary,intermediate,Italian,5021
5022,133,110,37,Male,Build Muscle,Sedentary,intermediate,Japanese,5022
5023,163,85,54,Female,Keep Fit,Active,intermediate,Japanese,5023
5024,139,90,24,Female,Build Muscle,LowActive,basic,Indian,5024
5025,127,40,44,Female,Keep Fit,Sedentary,basic,American,5025
5026,184,80,55,Female,Lose Weight,Active,intermediate,Irish,5026
